title,description,cuisine,rating,ingredient_list,serving,prep_time,cook_time,total_time,source,steps,nutrients,recipe_url,image_url
Italian Pasta Salad with Homemade Italian Dressing,"Recipe video above. If you're going to make a giant pasta, make it RIGHT with a beautiful homemade Italian Dressing!",Italian,5 from 22 votes,"['1/2 cup extra virgin olive oil', '1/4 cup red or white wine vinegar (I like using red)', '1 1/2 tbsp freshly grated parmesan cheese (Note 1)', '1 tbsp sugar (any)', '1 large garlic clove, minced', '1/2 tsp each dried basil and oregano', '1/4 tsp dried parsley', '1/2 tsp dried chilli flakes (red pepper flakes) (optional)', '3/4 tsp salt', '1/2 tsp black pepper', '300g/10oz spiral pasta, or other pasta of choice', '180g/6oz thick sliced salami, cut into 2.5cm/1"" batons (see photo in post or videos) (I use spicy salami)', '200g/7oz baby bocconcini, halved (Note 2)', '1 red capsicum/bell pepper, cut into 3cm/2.2cm strips', '250g/8oz whole olives (I used Sicilian and pitted black) (Note 3)', '2 cups cherry tomatoes, halved (~1.5 Australian punnets)', '1 cup (tightly packed) fresh basil leaves']",8 people,15 minutes ,10 minutes ,25 minutes ,RecipeTinEats,"['SCOOP OUT a mug of pasta cooking water just before draining. Add 3 tbsp water to Dressing, shake well. Use this Dressing per above, but reserve 3 tbsp to freshen up pasta salad on Day 2 onwards.', 'Freshen up pasta salad: Bring to room temp or briefly microwave (cold pasta = dry) to warm gently. Toss with Reserved Dressing then serve.']",[],"https://www.recipetineats.com/italian-pasta-salad-with-homemade-italian-dressing/
",https://www.recipetineats.com/tachyon/2017/03/Italian-Pasta-Salad-2.jpg
How to Tenderise Chicken for Stir Fries (Chinese secret!),"Ever notice how the chicken in stir fries at your favourite Chinese restaurant is incredibly tender, and how it's just never as good at home? It's because the chicken breast is tenderised, a method called ""velveting chicken"". Use this for the juiciest chicken breast you'll ever have in stir fries and noodles! SCALE recipe - click on servings and slide.",American Chinese,5 from 71 votes,"['250 g / 8 oz chicken breast slices OR bite size pieces (not whole pieces, Note 1)', '3/4 tsp baking soda (bi-carb/bi-carbonate)']",-,5 minutes ,,,RecipeTinEats,"['Place chicken in a bowl and sprinkle baking soda all over the surface.', 'Toss with fingers to coat as evenly as possible.', 'Refrigerate 20 minutes for slices, 30 minutes for bite size pieces.', 'Rinse well in colander to remove baking soda.', ""Shake off then pat away excess water (doesn't need to be 100% dry)."", 'Use as directed in chosen recipe - stir fries and noodles (see in post for suggested recipes). Can be marinated, cooked on the stove, deep fried, simmered in broth.']","[['Calories', '95cal (5%)'], ['Protein', '17g (34%)'], ['Fat', '2g (3%)'], ['Cholesterol', '53mg (18%)'], ['Sodium', '411mg (18%)'], ['Potassium', '308mg (9%)'], ['Vitamin A', '25IU (1%)'], ['Vitamin C', '1mg (1%)']]","https://www.recipetineats.com/velveting-chicken-chinese-restaurant-tenderise-chicken/
",https://www.recipetineats.com/tachyon/2019/03/Tenderise-velvet-chicken-cover-photo-square.jpg
French Toast,"Recipe video above. A recipe everyone should know! Made for using up leftover bread, but if you want the ultimate French Toast experience, use brioche bread (pictured in post). There’s no need to use sugar if you’re dousing with maple syrup – plus it burns easily. Best made with stale bread, otherwise, see Note 1. ",Western,4.94 from 47 votes,"['6 slices brioche or white sandwich bread , slightly stale (Note 1)', '30 – 40g / 2 – 3 tbsp butter', '2 large eggs (~60g / 2 oz each)', '½ cup / 125 ml milk', '1/2 tsp cinnamon powder', '1 tsp vanilla extract', '250g / 8 oz strawberries, halved', '1 tbsp white sugar', 'Maple syrup, butter']",2 - 3 people,2 minutes ,10 minutes ,12 minutes ,RecipeTinEats,"['Toss strawberries with sugar, set aside for 20 minutes+. The strawberries will soften and sweat, and create a bit of syrup.']","[['Calories', '314cal (16%)'], ['Carbohydrates', '37g (12%)'], ['Protein', '7g (14%)'], ['Fat', '14g (22%)'], ['Saturated Fat', '8g (50%)'], ['Cholesterol', '32mg (11%)'], ['Sodium', '475mg (21%)'], ['Potassium', '86mg (2%)'], ['Fiber', '2g (8%)'], ['Sugar', '4g (4%)'], ['Vitamin A', '375IU (8%)'], ['Calcium', '201mg (20%)'], ['Iron', '2.7mg (15%)']]","https://www.recipetineats.com/french-toast/
",https://www.recipetineats.com/tachyon/2014/06/French-Toast_3.jpg
How to tenderise beef (velveting beef),"Chinese restaurants tenderise economical cuts of beef so they are tender and juicy in stir fries. It's also done for chicken. There's a few methods - this baking soda way is the easiest, fastest and highly effective. Though I'm sharing this with beef stir fries in mind, don't just limit yourself to Asian food. This beef can be used for any recipe calling for strips of beef to be cooked quickly, like Beef Stroganoff. Do not use this method for whole steaks (read Note 4).","American Chinese, Chinese",4.90 from 58 votes,"['250 g / 8 oz stewing beef or other economical beef cuts (Note 1)', '3/4 tsp baking soda / bi-carbonate soda (Note 2)']",-,25 minutes ,,25 minutes ,RecipeTinEats,"['Slice beef thinly against the grain. (Note 3)', 'Place in a bowl. Sprinkle over baking soda, toss with fingers to coat evenly.', 'Refrigerate for 30 to 40 minutes. (See Note 1 for different cuts)', ""Rinse beef well with tap water. Shake off excess water, then use paper towels to blot away excess water (doesn't need to be 100% dry)."", 'Proceed with recipe of choice. Beef can be marinated or seasoned before cooking, stir fried or deep fried, and it will be soft and tender, ""velvet"" like. Use for Stir Fries, Stir Fried Noodles, Beef Stroganoff and any other recipe calling for quick-cooked beef strips.']","[['Calories', '225cal (11%)'], ['Protein', '23g (46%)'], ['Fat', '14g (22%)'], ['Saturated Fat', '6g (38%)'], ['Cholesterol', '86mg (29%)'], ['Sodium', '101mg (4%)'], ['Potassium', '415mg (12%)'], ['Calcium', '21mg (2%)'], ['Iron', '2.6mg (14%)']]","https://www.recipetineats.com/how-to-tenderise-beef-velveting-beef/
",https://www.recipetineats.com/tachyon/2015/03/How-to-Tenderise-Beef-Chinese-Method.jpg
Egg Foo Young (Chinese omelette),"Recipe video above. This is how the Chinese do omelettes! Egg Foo Young was created as a recipe to use up leftovers, so make this your own using what you have – see Notes for the formula. Otherwise, use EITHER the prawn/shrimp or pork filling. Makes 4 small omelettes, serves 2 as meal with rice, or 4 as part of a banquet.",American Chinese,4.98 from 85 votes,"['4 tsp cornflour / corn starch', '1 1/2 tbsp light soy sauce , or all purpose (Note 2)', '2 tsp Oyster Sauce', '1 tbsp Chinese Cooking Wine (shaoxing wine) OR Mirin (Note 3)', '1/2 tsp sesame oil', '1 cup / 250 ml water', 'Dash of white pepper', '6 eggs', '2 cups bean sprouts (just eyeball it)', '4 shallots/green onions , white part only, sliced', 'Salt and white pepper', '2 tbsp vegetable oil', '1 tsp sesame oil', '1 garlic clove , finely chopped', 'ONE Filling of Choice, below (Prawn or Pork)', '100 – 120g/3.5 – 4 oz chopped raw small prawns/shrimp , peeled and deveined (Note 4)', '100 – 120g/3.5 – 4 oz ground/mince pork (or chicken, turkey, beef or veal)', '1/2 tsp EACH soy sauce and Oyster Sauce', '1/4 tsp sugar', 'Dash of sesame oil', 'Sesame seeds, sliced green onion']",4 omelettes,10 minutes ,15 minutes ,25 minutes ,RecipeTinEats,"['Whisk eggs in a bowl.', 'Add beansprouts, green onions, pork or prawns, salt and pepper. If using pork, crumble the raw pork in with fingers (see video). Mix through.', 'Heat 1/2 tbsp vegetable oil and drizzle of sesame oil in a non stick skillet over medium heat. Add a bit of garlic and quickly saute (10 seconds) and push into centre of skillet.', 'Ladle in 1/4 of batter. Use spatular to push edges in to form a round(ish) shape.', 'Cook until the underside is light golden (about 1 1/2 minutes) then flip and cook the other side for 1 minute. The raw meat will cook through in this time. Repeat with remaining egg to make 4 omelettes (use 2 pans if you can!).', 'Slide omelette onto plate. Pour over sauce. Sprinkle with sesame seeds and green onions, if using.', 'Serve with a side of rice and steamed vegetables of choice. Double the sauce if you want enough to pour over the rice and veggies! (Click on Servings to scale recipe up).']","[['Calories', '227cal (11%)'], ['Carbohydrates', '7g (2%)'], ['Protein', '16g (32%)'], ['Fat', '15g (23%)'], ['Saturated Fat', '8g (50%)'], ['Cholesterol', '309mg (103%)'], ['Sodium', '838mg (36%)'], ['Potassium', '203mg (6%)'], ['Fiber', '1g (4%)'], ['Sugar', '3g (3%)'], ['Vitamin A', '356IU (7%)'], ['Vitamin C', '8mg (10%)'], ['Calcium', '80mg (8%)'], ['Iron', '2mg (11%)']]","https://www.recipetineats.com/egg-foo-young/
",https://www.recipetineats.com/tachyon/2018/07/Egg-Foo-Yung-5.jpg
Honey Mustard Baked Chicken Drumsticks,"Recipe video above. A terrifically easy baked chicken drumsticks with a magical 4 ingredient Honey Mustard sauce. Plus, option to add crispy smashed potatoes for an effortless dinner on one tray!",Western,4.98 from 169 votes,"['4 x 150g/5oz potatoes (Note 1)', '2 tbsp / 30 g olive oil or melted butter', '8 chicken legs (about 1 kg / 2 lb) (Note 2)', '2 tsp olive oil', '2 tbsp Dijon mustard (Note 3)', '1 tbsp wholegrain mustard (or use more Dijon)', '1/4 cup honey', '1 garlic clove , minced', '1 tsp cornflour/cornstarch (Note 4)', 'Pinch of salt and pepper', 'Fresh thyme leaves or chopped parsley', 'Steamed broccolini']",-,11 minutes ,1 hour ,1 hour 11 minutes ,RecipeTinEats,"['Bake for 30 minutes. Turn drumsticks (not potatoes), spoon juices over drumsticks. ', 'Bake for a further 20 minutes, turn, spoon over juices. Bake for 10 - 15 minutes until sauce reduces and the drumsticks are golden and sticky.', 'Remove from oven. Squidge the drumsticks around in what should now be a syrupy sauce. (Note 7) Serve drumsticks with sauce, with crispy smashed potatoes and steamed broccolini on the side. Sprinkle with fresh thyme leaves if using.']",[],"https://www.recipetineats.com/honey-mustard-baked-chicken-drumsticks/
",https://www.recipetineats.com/tachyon/2018/04/Honey-Mustard-Baked-Chicken-Drumsticks-with-Crispy-Smashed-Potatoes_0.jpg
Couscous Salad with Sun Dried Tomato and Feta,"Recipe VIDEO above. A 12 minute, no cook, giant Couscous Salad with sun dried tomato, feta, rocket / arugula, herbs and the added nutty tastiness of chickpeas. My shortcut-flavour tip is to use the oil from the sun dried tomato jar as the dressing - free flavour! The flavour pops from the sun dried tomato and feta are quite intense, so this truly is satisfying to have as a meal, or as a substantial side. This makes quite a lot - serves 5 as a main, or 8 - 10 as a side. Keeps very well.",-,5 from 60 votes,"['1 1/4 cups dried couscous (Note 1)', '1 1/4 cups / 315 ml boiled water', '1 tsp vegetable stock powder (or 1 cube crumbled) (Note 2)', '1 garlic clove , minced', '1 tsp coriander powder (or cumin - I interchange)', '400 g / 14 oz chickpeas (1 can) , drained', '1/2 cup coriander , finely chopped', '1/2 cup parsley , finely chopped (or mint)', '1 red onion , chopped', '220 g / 7 oz jar sun dried tomato strips in OIL (Note 3)', '120 g / 4 oz rocket / arugula lettuce , chopped into 5 cm / 2"" pieces', 'Zest of 1 large lemon', '5 tbsp fresh lemon juice (2 large lemons)', '1/2 tsp coarsely ground black pepper', '60 g / 2 oz feta , crumbled', 'Salt and pepper , to taste']",5 - 10 people,12 minutes ,,,RecipeTinEats,"['Place chickpeas, couscous, vegetable stock powder, coriander and garlic in a large bowl. Pour over hot water, shake to level out couscous (chickpeas should mostly settle on top). Cover with plate or cling wrap, set aside for 5 minutes.', 'Fluff couscous with fork. Cool a bit.', 'Add coriander, parsley, onion, sun dried tomatoes (including all oil), rocket, lemon juice and black pepper. Sprinkle zest across surface. Toss well to combine.', 'Adjust salt and pepper to taste.', 'Transfer to serving bowl, sprinkle with feta. Serve.']",[],"https://www.recipetineats.com/couscous-salad-feta/
",https://www.recipetineats.com/tachyon/2018/01/Couscous-Salad-with-Sun-Dried-Tomato_5a.jpg
Vegetable Lasagna,"Recipe VIDEO above. Layered with roasted vegetables, spinach and ricotta, a homemade sauce and as much cheese as you see fit, this big batch vegetarian lasagna reheats brilliantly. Epic meat-free food for carnivores! ",Western,4.98 from 148 votes,"['500 g / 1 lb pumpkin , 2cm / 4/5"" cubes', '2 large zucchinis , cut into 2cm / 4/5"" chunks', '2 onions (any type) , cut into wedges', '2 tbsp olive oil', '1 garlic clove , minced', 'Salt and pepper', '250 g / 8 oz frozen chopped spinach , thawed', '500 g / 1 lb ricotta (Note 2)', '1/2 cup / 50 g grated parmesan (or 3/4 cup shredded cheese)', '1 egg', '1 garlic clove , minced', '1/8 tsp grated nutmeg, optional (fresh or powder)', '1/2 tsp each Salt and pepper', '1 tbsp olive oil', '1 garlic clove', '1 small onion , finely chopped (any, I use brown)', '700 g / 24 oz tomato passata (Note 3)', '400 g / 14 oz crushed tomato', '1/2 cup / 125 ml water', '3/4 tsp each dried thyme and oregano (or basil, parsley)', '1/2 tsp dried chilli flakes (can omit / adjust to taste)', 'Salt and pepper', '330g / 11 oz jar roasted red pepper strips, drained (Note 4)', '375 g / 13 oz fresh lasagne sheets (Note 5)', '300 g / 3 cups shredded mozzarella (or MORE!)']",8 - 12 people,25 minutes ,50 minutes ,1 hour 15 minutes ,RecipeTinEats,"['Preheat oven to 160C/320F.', 'Spread a ladle of tomato sauce on the base of a large baking dish (Note 5).', 'Cover with lasagna sheets, tearing as required to fit.', 'Top with roasted vegetables, scatter over red peppers. Spoon over 2 1/2 cups of Sauce, then sprinkle with half the cheese.', 'Cover with lasagna sheets. Spread over Ricotta mixture.', 'Cover with lasagna sheets. Pour over remaining sauce and sprinkle with remaining cheese.', ""Bake for 25 - 30 minutes or until the cheese is golden. If using dried lasagna sheets, stick a knife in the middle to ensure it's cooked - if it needs longer, cover and stick it back in the oven."", 'Rest for 5 minutes before cutting and serving. Store leftovers per notes - brilliant reheated!']","[['Calories', '524cal (26%)'], ['Carbohydrates', '48g (16%)'], ['Protein', '27g (54%)'], ['Fat', '25g (38%)'], ['Saturated Fat', '12g (75%)'], ['Cholesterol', '121mg (40%)'], ['Sodium', '1175mg (51%)'], ['Potassium', '996mg (28%)'], ['Fiber', '4g (17%)'], ['Sugar', '11g (12%)'], ['Vitamin A', '6390IU (128%)'], ['Vitamin C', '30.4mg (37%)'], ['Calcium', '475mg (48%)'], ['Iron', '4.7mg (26%)']]","https://www.recipetineats.com/vegetarian-lasagna/
",https://www.recipetineats.com/tachyon/2019/02/Vegetable-Lasagna_10.jpg
Pesto,"Recipe video above. This is how I make basil pesto. Make it smooth for the best flavour when tossed through pasta, or chunkier if you want to use it as a dip. See in post for a list of chunky vs smooth and a list of uses! Also see how to use pesto to make a JUICY Pesto Pasta (hint: it’s not just pasta and pesto).",American-Italian,4.93 from 38 votes,"['2 tablespoons pine nuts', '2 cups / 60g / 2oz fresh basil leaves (tightly pack measuring cup, Note 1)', '1/2 cup (50 g) parmesan, finely grated (tightly pack the cup)', '1/2 tsp cooking/kosher salt', '1/4 tsp black pepper', '1 garlic clove , small', '7 tbsp extra virgin olive oil , best quality']",1 cup,10 minutes ,,10 minutes ,RecipeTinEats,"[""Store in a super airtight container in the fridge for up to 3 days, or freezer for 3 months. If it's not a super airtight container, smooth the surface and cover with a thin layer of olive oil – basil goes brown when in contact with air."", 'Makes enough for: 300g/10oz dried pasta of choice (can stretch to 350g/12oz). See here for how to make a great simple pesto pasta!']",[],"https://www.recipetineats.com/pesto/
",https://www.recipetineats.com/tachyon/2019/02/Pesto_3.jpg
JUICY Pesto Pasta!,Recipe video above. This is how to make a great pesto pasta that's slick with pesto sauce without adding tons and tons of oil which makes it overly oily. The secret is using the pasta cooking water - it emulsifies with the oil in the pesto which makes it cling to every strand of pasta. A technique used in every Italian household! Make this with homemade pesto for the best flavour.,American-Italian,5 from 31 votes,"['1 quantity homemade pesto (Note 1)', '300 - 350 g / 10 - 12 oz pasta of choice (ziti, penne and spaghetti are my favourites, Note 2)', '2 tsp salt', '3/4 cup pasta cooking water', 'Parmesan, for serving']",3 - 4 people,,,,RecipeTinEats,"['Bring a large pot of water to the boil with the salt.', 'Add pasta and cook for the length of time per the packet.', 'Just before draining, scoop out 1 cup of of the pasta cooking water.', 'Drain pasta in a colander, leave it for a minute.', 'Transfer pasta to a bowl (do not use pasta cooking pot, too hot).', 'Add pesto and 1/4 cup of pasta water. Toss to coat pasta in pesto, adding more water if required to make pasta silky and saucy, rather than dry and sticky.', 'Taste, add more salt and pepper if desired.', 'Serve immediately, garnished with fresh parmesan.']",[],"https://www.recipetineats.com/pesto-pasta/
",https://www.recipetineats.com/tachyon/2019/02/Pesto-Pasta_2-1.jpg
